t_index term df
11154 unexpectedli 4
11155 unexpir 1
11156 unexplain 4
11157 unexplod 4
11158 unfair 13
11159 unfairli 4
11160 unfamiliar 4
11161 unfathom 2
11162 unfaz 3
11163 unfett 9
11164 unfinish 4
11165 unfit 15
11166 unflatt 1
11167 unfold 12
11168 unforc 12
11169 unfortun 17
11170 unfound 3
11171 unfurl 1
11172 ungovern 2
11173 unhappi 4
11174 unharm 5
11175 unheard 1
11176 unhelp 1
11177 unhurt 1
11178 unicef 1
11179 unidentifi 15
11180 unif 2
11181 unifi 12
11182 uniform 24
11183 unilater 1
11184 unimagin 3
11185 uninform 1
11186 uninhabit 1
11187 unintellig 1
11188 unintend 1
11189 union 59
11190 unionist 2
11191 uniqu 3
11192 unit 375
11193 uniti 23
11194 univers 65
11195 univis 3
11196 unjust 3
11197 unjustifi 7
11198 unjustli 1
11199 unknowingli 1
11200 unknown 38
11201 unlaw 1
11202 unleash 5
11203 unless 14
11204 unlevel 1
11205 unlik 31
11206 unlimit 2
11207 unload 11
11208 unman 1
11209 unmark 1
11210 unmistak 2
11211 unnam 4
11212 unnecessari 6
11213 unnot 1
11214 unoffici 5
11215 unpack 1
11216 unpalat 1
11217 unpolish 1
11218 unpopular 7
11219 unpreced 27
11220 unprecedentedli 1
11221 unpredict 4
11222 unpretenti 2
11223 unprint 1
11224 unprotect 4
11225 unpunish 1
11226 unquestion 1
11227 unravel 8
11228 unreason 2
11229 unrecov 1
11230 unregul 3
11231 unrel 5
11232 unreli 2
11233 unrepres 2
11234 unresolv 4
11235 unrest 17
11236 unrestrict 1
11237 unsaf 3
11238 unsatisfactori 4
11239 unsatisfi 1
11240 unsavori 2
11241 unscath 5
11242 unschedul 2
11243 unscom 1
11244 unscript 1
11245 unscrupul 2
11246 unseason 1
11247 unseat 11
11248 unsecur 4
11249 unseed 12
11250 unseen 2
11251 unselfish 1
11252 unsettl 6
11253 unshaken 2
11254 unshaven 1
11255 unsheath 1
11256 unspecif 3
11257 unspecifi 6
11258 unspectacular 3
11259 unspoken 1
11260 unstabl 9
11261 unsteadi 1
11262 unsteadili 1
11263 unsubstanti 2
11264 unsuccess 15
11265 unsupervis 2
11266 unsur 6
11267 unsuspect 1
11268 unswervingli 2
11269 unsympathet 1
11270 untabul 2
11271 untaint 1
11272 untal 1
11273 untap 2
11274 untest 2
11275 unthink 3
11276 unthreaten 2
11277 untold 2
11278 untouch 3
11279 untreat 2
11280 untrustworthi 1
11281 untruth 2
11282 unus 2
11283 unusu 29
11284 unveil 3
11285 unwant 3
11286 unwarr 1
11287 unwil 10
11288 unwilling 3
11289 unwis 2
11290 unwittingli 2
11291 upbeat 1
11292 upcom 10
11293 updat 18
11294 upfront 1
11295 upheav 5
11296 upheld 1
11297 uphil 2
11298 uphold 3
11299 upkeep 1
11300 upon 30
11301 upper 8
11302 upris 44
11303 uproar 5
11304 uproot 1
11305 upscal 3
11306 upset 40
11307 upshot 1
11308 upsid 3
11309 upstag 1
11310 upstart 2
11311 upstat 2
11312 upsurg 1
11313 upto 1
11314 upward 2
11315 ural 2
11316 urban 8
11317 ureg 1
11318 urg 92
11319 urgenc 4
11320 urgent 12
11321 uruguay 2
11322 urvashi 1
11323 us 292
11324 usa 4
11325 usaid 2
11326 usama 1
11327 use 308
11328 usha 1
11329 usher 3
11330 uss 228
11331 ussol 1
11332 ussr 2
11333 ustacov 1
11334 ustakov 1
11335 ustokov 1
11336 usual 39
11337 usulutan 1
11338 utah 6
11339 utensil 1
11340 util 5
11341 uttar 4
11342 utter 3
11343 utterli 14
11344 uvarov 1
11345 uvil 1
11346 uzic 1
11347 v 1
11348 va 6
11349 vacanc 11
11350 vacant 3
11351 vacat 15
11352 vacuum 5
11353 vadim 8
11354 vagari 1
11355 vagu 3
11356 vaibhav 3
11357 vaidya 1
11358 vain 6
11359 vajpaye 13
11360 valdimir 2
11361 valentin 37
11362 valetin 1
11363 valiantli 1
11364 valid 6
11365 vall 1
11366 vallanc 1
11367 vallentin 1
11368 valley 4
11369 valu 21
11370 valuabl 8
11371 van 21
11372 vandal 3
11373 vanek 9
11374 vanish 6
11375 vanquish 2
11376 vantag 1
11377 vap 1
11378 vapid 1
11379 vara 3
11380 varadero 1
11381 varga 3
11382 vari 7
11383 variat 2
11384 varieti 9
11385 variou 24
11386 various 1
11387 varonec 1
11388 vasiltsov 1
11389 vassal 1
11390 vast 23
11391 vastli 4
11392 vat 1
11393 vault 3
11394 vavrinec 1
11395 vecernj 2
11396 vedrin 4
11397 veekz 1
11398 veen 1
11399 vega 4
11400 veget 1
11401 vehement 3
11402 vehicl 46
11403 veil 9
11404 vein 1
11405 velensuela 1
11406 velez 1
11407 velimir 2
11408 vellari 1
11409 vendor 2
11410 veneer 1
11411 venero 1
11412 venezuela 3
11413 venezuelan 2
11414 veng 2
11415 venom 2
11416 vent 1
11417 ventil 1
11418 ventur 15
11419 ventura 1
11420 venturoni 1
11421 venu 36
11422 verandah 2
11423 verb 2
11424 verbal 3
11425 verdict 24
11426 verg 7
11427 verifi 7
11428 vermont 3
11429 vern 24
11430 vernon 6
11431 vero 3
11432 veronica 1
11433 veronika 1
11434 vers 5
11435 version 18
11436 versu 1
11437 vertigo 1
11438 veselinov 1
11439 vesna 2
11440 vessel 56
11441 vest 8
11442 vestig 7
11443 vet 2
11444 veteran 41
11445 veto 2
11446 vetrivinia 1
11447 vex 1
11448 vi 3
11449 via 6
11450 vibe 1
11451 vibrat 1
11452 vicar 1
11453 vice 90
11454 vicent 1
11455 viciou 3
11456 vick 1
11457 victim 104
11458 victor 14
11459 victori 140
11460 video 40
11461 videodisc 1
11462 videotap 30
11463 vidyayevo 1
11464 vienna 1
11465 viet 3
11466 vietcong 1
11467 vietnam 55
11468 vietnames 45
11469 view 61
11470 viewer 6
11471 viewpoint 1
11472 vigil 23
11473 vigor 10
11474 vij 1
11475 vijay 1
11476 vijesti 1
11477 vike 1
11478 vikram 1
11479 viktor 1
11480 vila 1
11481 vile 1
11482 vilifi 4
11483 villa 4
11484 villag 34
11485 villain 1
11486 villamil 1
11487 villanueva 3
11488 vilonuaeva 1
11489 vinc 1
11490 vincent 4
11491 vinci 4
11492 vinciguerra 2
11493 vindic 3
11494 vindict 2
11495 vineet 2
11496 vinegar 1
11497 vini 1
11498 vinroot 1
11499 vintag 1
11500 violat 31
11501 violenc 106
11502 violent 32
11503 vip 2
11504 viral 1
11505 virgin 2
11506 virgini 4
11507 virginia 60
11508 virginian 1
11509 virtu 3
11510 virtual 25
11511 viru 7
11512 virul 1
11513 visa 8
11514 viscer 1
11515 visibl 37
11516 vision 10
11517 visit 155
11518 visitor 6
11519 visor 1
11520 vista 1
11521 visual 4
11522 vital 17
11523 vitali 1
11524 vitamin 1
11525 vitup 1
11526 vituper 1
11527 vivid 5
11528 vividli 2
11529 viyanka 2
11530 vladamiro 1
11531 vladan 2
11532 vlademi 1
11533 vlademiro 1
11534 vladimero 1
11535 vladimir 79
11536 vladimiro 42
11537 vlajko 4
11538 vlatislav 1
11539 vo 2
11540 voa 58
11541 vocabulari 1
11542 vocal 3
11543 vodafon 7
11544 vogu 2
11545 voic 35
11546 void 7
11547 voinovich 1
11548 voislav 1
11549 vojislav 98
11550 vojislov 3
11551 vojvodina 5
11552 volatil 18
11553 volcan 1
11554 volcano 1
11555 volgin 1
11556 volley 15
11557 volta 1
11558 volum 1
11559 volunt 28
11560 voluntarili 2
11561 von 5
11562 vopt 1
11563 vote 182
11564 voter 65
11565 vow 45
11566 voyag 5
11567 vranj 2
11568 vranjkov 1
11569 vu 1
11570 vucic 1
11571 vuk 5
11572 vukicev 1
11573 vulcanologist 1
11574 vulner 35
11575 vuong 1
11576 vy 2
11577 vya 3
11578 vyacheslav 4
11579 vycheslav 1
11580 w 9
11581 wa 2
11582 wad 1
11583 wada 1
11584 wade 4
11585 wadi 1
11586 waft 2
11587 wage 14
11588 wagner 3
11589 wahab 1
11590 waifish 1
11591 waight 1
11592 wail 9
11593 wainek 1
11594 waisman 1
11595 waistband 1
11596 wait 99
11597 waiv 7
11598 waiver 5
11599 wake 31
11600 wakeforest 1
11601 wakil 1
11602 walden 2
11603 waldo 1
11604 walk 67
11605 walker 7
11606 walkout 7
11607 wall 72
11608 wallac 3
11609 walter 6
11610 wan 1
11611 wand 2
11612 wanda 1
11613 wander 15
11614 wane 9
11615 want 282
11616 war 191
11617 ward 5
11618 warden 4
11619 ware 1
11620 warehous 3
11621 warfar 9
11622 warhead 1
11623 wari 6
11624 warili 1
11625 warm 14
11626 warmer 1
11627 warmest 1
11628 warmli 2
11629 warmth 2
11630 warmup 4
11631 warn 109
11632 warner 6
11633 warp 1
11634 warplan 5
11635 warrant 16
11636 warren 9
11637 warrior 5
11638 warsaw 1
11639 warship 77
11640 wartim 2
11641 wash 6
11642 washak 1
11643 washington 211
11644 wast 5
11645 wastag 1
11646 watch 99
11647 watchdog 2
11648 watcher 5
11649 watchman 3
11650 watchtow 1
11651 water 113
11652 waterfront 2
11653 waterg 1
11654 waterlin 11
11655 watermelon 1
11656 watersh 1
11657 waterway 2
11658 watkin 1
11659 watson 2
11660 wave 57
11661 waver 2
11662 wax 1
11663 way 301
11664 waybourn 1
11665 wayn 6
11666 wayner 1
11667 weak 28
11668 weaken 8
11669 weaker 9
11670 wealth 8
11671 wealthi 15
11672 wealthier 1
11673 wealthiest 1
11674 weapon 75
11675 weaponri 9
11676 wear 40
11677 weari 14
11678 weather 47
11679 weav 1
11680 web 18
11681 webb 1
11682 weber 1
11683 websit 7
11684 webster 8
11685 wed 10
11686 wedg 1
11687 wednesday 177
11688 wee 3
11689 week 376
11690 weekend 65
11691 weekli 10
11692 weekz 1
11693 weep 14
11694 weigh 13
11695 weight 14
11696 weighti 1
11697 weingartn 2
11698 weird 3
11699 welcom 49
11700 weld 7
11701 welder 1
11702 weldon 2
11703 welfar 3
11704 well 216
11705 wen 1
11706 wendi 1
11707 went 159
11708 wento 1
11709 wep 2
11710 wept 4
11711 wesley 3
11712 west 125
11713 western 116
11714 westminst 1
11715 westward 1
11716 wet 3
11717 wethi 10
11718 wgbh 6
11719 whack 2
11720 whale 2
11721 whatev 27
11722 whatsoev 3
11723 wheat 1
11724 wheaton 1
11725 wheel 1
11726 wheelchair 1
11727 wheeler 3
11728 whenev 12
11729 wherea 3
11730 whereabout 23
11731 wherev 5
11732 whet 1
11733 whether 201
11734 whiff 1
11735 whilst 3
11736 whim 1
11737 whip 5
11738 whippani 1
11739 whirlwind 1
11740 whisk 1
11741 whisper 3
11742 whistl 5
11743 whistleblow 1
11744 whitacr 1
11745 white 167
11746 whitewash 3
11747 whitewat 19
11748 whither 1
11749 whitman 3
11750 whitmir 1
11751 whittl 2
11752 whoever 6
11753 whole 68
11754 wholeheartedli 1
11755 wholesal 1
11756 wholesom 1
11757 wholli 1
11758 whop 4
11759 whose 129
11760 wibberley 5
11761 wichita 1
11762 wick 1
11763 wide 67
11764 widen 7
11765 wider 9
11766 widespread 18
11767 widow 45
11768 wield 7
11769 wife 124
11770 wiland 1
11771 wild 20
11772 wildcard 1
11773 wildest 1
11774 wildli 6
11775 wildlif 1
11776 will 27
11777 willi 4
11778 william 143
11779 williams 2
11780 williamsport 4
11781 willing 8
11782 wilma 1
11783 wilson 31
11784 wimbledon 23
11785 win 153
11786 wind 24
11787 windfal 1
11788 windi 1
11789 window 43
11790 windowless 1
11791 wing 7
11792 wingat 1
11793 winner 85
11794 winsegerera 1
11795 winter 4
11796 winton 2
11797 wipe 16
11798 wire 17
11799 wisconsin 12
11800 wisdom 3
11801 wise 5
11802 wiser 2
11803 wish 38
11804 wisnep 1
11805 wisnip 1
11806 wist 1
11807 wit 75
11808 witch 1
11809 withdraw 19
11810 withdrawn 5
11811 withdrew 16
11812 wither 1
11813 withheld 4
11814 withhold 5
11815 within 102
11816 without 141
11817 withstand 8
11818 withstood 3
11819 witless 2
11820 witt 1
11821 wittmann 2
11822 wive 2
11823 wo 44
11824 wodi 1
11825 woe 1
11826 woefulli 1
11827 woke 5
11828 woken 3
11829 wolf 4
11830 wolfenson 1
11831 wolfowitz 1
11832 wolfson 4
11833 woman 61
11834 women 106
11835 wond 1
11836 wonder 41
11837 wont 1
11838 woo 2
11839 wood 16
11840 wooden 10
11841 woodford 2
11842 woodgouskov 1
11843 woodland 14
11844 woodleaf 1
11845 woodridg 1
11846 woodrow 2
11847 woodruff 8
11848 woodword 1
11849 woolridg 1
11850 woolsey 1
11851 wooster 1
11852 word 92
11853 wore 22
11854 work 317
11855 workaday 1
11856 workboat 1
11857 worker 141
11858 workforc 4
11859 workmen 1
11860 workplac 1
11861 workshop 3
11862 worl 1
11863 world 244
11864 worldli 2
11865 worldwid 22
11866 worn 8
11867 worri 52
11868 worriesom 1
11869 worrisom 1
11870 wors 28
11871 worsen 5
11872 worship 15
11873 worshipp 1
11874 worst 60
11875 worth 26
11876 worthsal 1
11877 worthwhil 1
11878 would 504
11879 wound 100
11880 wow 1
11881 wrack 4
11882 wrangl 2
11883 wrap 17
11884 wraparound 1
11885 wrath 2
11886 wrc 1
11887 wre 1
11888 wreak 3
11889 wreck 14
11890 wreckag 24
11891 wrench 9
11892 wrest 5
11893 wrinkl 1
11894 wrist 3
11895 writ 1
11896 write 27
11897 writer 11
11898 written 43
11899 wrn 1
11900 wrong 49
11901 wrongdo 8
11902 wrote 41
11903 wrought 1
11904 wta 2
11905 wych 3
11906 wyom 2
11907 x 5
11908 xavier 1
11909 xenophob 3
11910 xenophobia 2
11911 xinjiang 2
11912 xuan 1
11913 ya 1
11914 yaakov 1
11915 yacht 3
11916 yahia 1
11917 yakovlev 1
11918 yale 1
11919 yamoussoukro 1
11920 yan 1
11921 yank 2
11922 yanke 1
11923 yanyodiwich 1
11924 yapi 1
11925 yard 21
11926 yarra 1
11927 yashwant 1
11928 yasser 14
11929 yassir 1
11930 yaun 1
11931 yaya 1
11932 ye 25
11933 yeah 13
11934 year 487
11935 yearli 1
11936 yell 2
11937 yellow 7
11938 yeltsin 4
11939 yemen 240
11940 yemeni 128
11941 yere 1
11942 yeshiva 1
11943 yesterday 67
11944 yet 165
11945 yevgen 1
11946 yevgeni 27
11947 yi 1
11948 yield 10
11949 yodowich 1
11950 yojislav 1
11951 yomiuri 2
11952 yonah 1
11953 yopougon 5
11954 yore 1
11955 york 90
11956 yorker 3
11957 yorkman 1
11958 yoshiro 5
11959 youn 1
11960 young 86
11961 youngblood 1
11962 younger 20
11963 youngest 6
11964 youngster 3
11965 youth 15
11966 youzhni 2
11967 yovano 1
11968 yubnotick 1
11969 yug 1
11970 yugaslavia 1
11971 yugoslav 75
11972 yugoslavia 129
11973 yugoslavian 15
11974 yuri 3
11975 yuxi 2
11976 zacatecoluca 1
11977 zacharea 2
11978 zagreb 1
11979 zaharah 1
11980 zajecar 1
11981 zan 2
11982 zander 1
11983 zarem 1
11984 zarko 6
11985 zawahri 3
11986 zay 1
11987 zdanovich 1
11988 zeal 1
11989 zedek 2
11990 zein 4
11991 zeitgeist 1
11992 zeljko 1
11993 zell 3
11994 zemin 7
11995 zeri 1
11996 zeu 1
11997 zimbabw 1
11998 zimmerman 1
11999 zinc 1
12000 zingic 1
12001 zinni 18
12002 zivko 1
12003 zivkov 2
12004 zogbi 3
12005 zone 28
12006 zoran 20
12007 zorica 1
12008 zubin 1
12009 zuric 1
12010 zurich 1
12011 zutshi 1
12012 zvezda 1
